"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Вход с пустыми полями логина и пароля","1417","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Sat Nov 08 17:37:31 UTC 2025","passed","Sat Nov 08 17:37:33 UTC 2025","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testLoginWithEmptyUsernameAndPassword"
"Попытка отправки формы с пустыми полями при смене пароля","583","testSubmittingFormWithEmptyFields","Мультибраузерное тестирование","Sat Nov 08 17:45:48 UTC 2025","passed","Sat Nov 08 17:45:49 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testSubmittingFormWithEmptyFields"
"Проверка поля Пароль на sql инъекцию на странице Логин","1439","testSqlInjectionFieldPassword","Мультибраузерное тестирование","Sat Nov 08 17:16:59 UTC 2025","passed","Sat Nov 08 17:17:01 UTC 2025","tests.SecuritySqlInjectionTest","Браузер Chrome","tests.SecuritySqlInjectionTest","testSqlInjectionFieldPassword"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","21220","testSelectCustomRange","Мультибраузерное тестирование","Sat Nov 08 17:47:01 UTC 2025","passed","Sat Nov 08 17:47:23 UTC 2025","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectCustomRange"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2686","testCheckingPasswordVisibility","Мультибраузерное тестирование","Sat Nov 08 17:22:54 UTC 2025","passed","Sat Nov 08 17:22:57 UTC 2025","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testCheckingPasswordVisibility"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Данные измерений'","46628","testMeasurementDataWindowCoversEntireWorkArea","Мультибраузерное тестирование","Sat Nov 08 17:26:53 UTC 2025","passed","Sat Nov 08 17:27:40 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testMeasurementDataWindowCoversEntireWorkArea"
"Новый пароль содержит запрещённое слово (например, Moscow)","0","testNewPasswordNotContainForbiddenWord","Мультибраузерное тестирование","Sat Nov 08 17:36:28 UTC 2025","unknown","Sat Nov 08 17:36:28 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testNewPasswordNotContainForbiddenWord"
"Проверка видимости пароля (иконка 'глаз') для поля Новый пароль на странице Cменить пароль","2749","testCheckingNewPasswordVisibility","Мультибраузерное тестирование","Sat Nov 08 17:31:02 UTC 2025","passed","Sat Nov 08 17:31:05 UTC 2025","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCheckingNewPasswordVisibility"
"Повторное использование пароля при смене пароля","961","testPasswordReuse","Мультибраузерное тестирование","Sat Nov 08 17:45:41 UTC 2025","passed","Sat Nov 08 17:45:42 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testPasswordReuse"
"Новый пароль не соответствует требованиям (например, без цифры или спецсимвола) при смене пароля","981","testNewPasswordNotMeetRequirements","Мультибраузерное тестирование","Sat Nov 08 17:18:27 UTC 2025","passed","Sat Nov 08 17:18:28 UTC 2025","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testNewPasswordNotMeetRequirements"
