"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Введенные данные сохраняются в значение поля","0","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testEnteredDataSavedFieldValue"
"","0","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","beforeMethod"
"Логин указан неверно при смене пароля","0","testLoginIncorrect","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testLoginIncorrect"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","0","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Попытка SQL-injection в поля логина/пароля не должна приводить к успешной аутентификации","0","testSqlInjectionDoesNotBypassAuthentication","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SecuritySqlInjectionTest","Браузер Edge","tests.SecuritySqlInjectionTest","testSqlInjectionDoesNotBypassAuthentication"
"","1","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.AnalyticsTest","Браузер Edge","tests.AnalyticsTest","beforeMethod"
"","1","testGetDataUnitSchema","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Проверка видимости пароля (иконка 'глаз') для поля Текущий пароль на странице Cменить пароль","0","testCheckingCurrentPasswordVisibility","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCheckingCurrentPasswordVisibility"
"Переключения языка (RU/EN)","0","testSwitchLanguage","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testSwitchLanguage"
"","0","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","beforeMethod"
"Новый пароль не соответствует требованиям (например, без цифры или спецсимвола) при смене пароля","0","testNewPasswordNotMeetRequirements","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testNewPasswordNotMeetRequirements"
"Проверить, что можно выбрать интервал 'За неделю'","0","testSelectWeek","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectWeek"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема
5. 4 окна в рабочей области загрузились
6. Каждое из 4 окон растянулось на всю рабочую область","0","testUnitDashboardDownloads","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testUnitDashboardDownloads"
"Новый пароль содержит запрещённое слово (например, Moscow)","0","testNewPasswordNotContainForbiddenWord","Мультибраузерное тестирование","2026-07-07","unknown","2026-07-07","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testNewPasswordNotContainForbiddenWord"
"Клик по лого на странице Login","1","testClickLogo","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testClickLogo"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","0","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","0","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Клик по лого на странице Сменить пароль ","0","testClickLogo","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testClickLogo"
"","0","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","beforeMethod"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","0","testSelectCustomRange","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectCustomRange"
"","2","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.AnalyticsTest","Браузер Chrome","tests.AnalyticsTest","beforeMethod"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема
5. 4 окна в рабочей области загрузились
6. Каждое из 4 окон растянулось на всю рабочую область","0","testUnitDashboardDownloads","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testUnitDashboardDownloads"
"","1","testGetDataUnitSchema","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","1","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.MagazineTest","Браузер Chrome","tests.MagazineTest","beforeMethod"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","0","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Новый пароль содержит запрещённое слово (например, Moscow)","0","testNewPasswordNotContainForbiddenWord","Мультибраузерное тестирование","2026-07-07","unknown","2026-07-07","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testNewPasswordNotContainForbiddenWord"
"Вход с валидными логином и паролем","0","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testLoginWithValidUsernameAndPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G02
4. Модуль Схема окно Табличные данные
5. Данные отображаются в виде События, Мероприятия ТОиР, Дефекты, Рекомендации, Отчеты","1","testTabularDataDisplayTypes","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testTabularDataDisplayTypes"
"Переключения языка (RU/EN)","0","testSwitchLanguage","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testSwitchLanguage"
"Ввод неверного логина или пароля","1","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"Проверка поля Пароль на sql инъекцию на странице Логин","1","testSqlInjectionFieldPassword","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SecuritySqlInjectionTest","Браузер Yandex","tests.SecuritySqlInjectionTest","testSqlInjectionFieldPassword"
"","0","beforeMethod","Мультибраузерное тестирование","2026-07-07","broken","2026-07-07","tests.SchemaTest","Браузер Edge","tests.SchemaTest","beforeMethod"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль Журнал
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль Журнал
9. Данные в таблице заполнены","0","testDashboardDownloads","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.MagazineTest","Браузер Edge","tests.MagazineTest","testDashboardDownloads"
"Проверить, что по умолчанию указывается временной интервал 'За смену (8 часов)'","1","testDefaultTimeIntervalIsWorkDay","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testDefaultTimeIntervalIsWorkDay"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль Журнал
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль Журнал
9. Данные в таблице заполнены","0","testDashboardDownloads","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.MagazineTest","Браузер Chrome","tests.MagazineTest","testDashboardDownloads"
"Клик по лого на странице Сменить пароль ","0","testClickLogo","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testClickLogo"
"Проверка работы пользовательского временного интервала","0","testReceivingDataForShiftEvents","Мультибраузерное тестирование","2026-07-07","skipped","2026-07-07","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testReceivingDataForShiftEvents"
