"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36965","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Mar 31 05:20:11 UTC 2026","broken","Tue Mar 31 05:20:48 UTC 2026","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","45708","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Tue Mar 31 05:11:31 UTC 2026","passed","Tue Mar 31 05:12:17 UTC 2026","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","20590","testDashboardDownloads","Мультибраузерное тестирование","Tue Mar 31 04:35:05 UTC 2026","passed","Tue Mar 31 04:35:25 UTC 2026","tests.EventsTest","Браузер Chrome","tests.EventsTest","testDashboardDownloads"
"Новый пароль и старый одинаковые","650","testNewPasswordAndCurrentPasswordMatches","Мультибраузерное тестирование","Tue Mar 31 05:08:05 UTC 2026","passed","Tue Mar 31 05:08:05 UTC 2026","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testNewPasswordAndCurrentPasswordMatches"
"Текущий пароль указан неверно при смене пароля","1670","testCurrentPasswordIncorrect","Мультибраузерное тестирование","Tue Mar 31 05:07:39 UTC 2026","passed","Tue Mar 31 05:07:40 UTC 2026","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCurrentPasswordIncorrect"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Данные измерений тип измерения Тренд вид Таблица
5. Выбран параметр Оборотные перехожу с График на Таблица
6. Выбран параметр Оборотные и параметр Параметры перехожу с График на Таблица
7. Нахожусь на Таблица, выбираю один из Замеры, перехожу на График
8. Перехожу на Таблица, выбираю один из Замеры с несколькими точками, перехожу на График","37810","testMeasurementDataTableParametersTrend","Мультибраузерное тестирование","Tue Mar 31 05:23:52 UTC 2026","broken","Tue Mar 31 05:24:29 UTC 2026","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testMeasurementDataTableParametersTrend"
"","37113","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Mar 31 05:00:17 UTC 2026","broken","Tue Mar 31 05:00:54 UTC 2026","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","16102","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Mar 31 05:19:00 UTC 2026","broken","Tue Mar 31 05:19:16 UTC 2026","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Клик по лого на странице Сменить пароль ","417","testClickLogo","Мультибраузерное тестирование","Tue Mar 31 05:07:31 UTC 2026","passed","Tue Mar 31 05:07:31 UTC 2026","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testClickLogo"
"Проверить, что можно выбрать интервал 'За смену (8 часов)'","12593","testSelectWorkDay","Мультибраузерное тестирование","Tue Mar 31 04:54:09 UTC 2026","passed","Tue Mar 31 04:54:21 UTC 2026","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectWorkDay"
