"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Вход с пустыми полями логина и пароля","1432","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Fri Nov 14 18:37:45 UTC 2025","passed","Fri Nov 14 18:37:46 UTC 2025","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testLoginWithEmptyUsernameAndPassword"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Табличные данные'","47289","testTableDataWindowCoversEntireWorkArea","Мультибраузерное тестирование","Fri Nov 14 19:07:05 UTC 2025","passed","Fri Nov 14 19:07:52 UTC 2025","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testTableDataWindowCoversEntireWorkArea"
"Попытка SQL-injection в поля логина/пароля не должна приводить к успешной аутентификации","1577","testSqlInjectionDoesNotBypassAuthentication","Мультибраузерное тестирование","Fri Nov 14 19:14:32 UTC 2025","passed","Fri Nov 14 19:14:34 UTC 2025","tests.SecuritySqlInjectionTest","Браузер Yandex","tests.SecuritySqlInjectionTest","testSqlInjectionDoesNotBypassAuthentication"
"Проверить, что можно выбрать интервал 'За неделю'","24538","testSelectWeek","Мультибраузерное тестирование","Fri Nov 14 18:59:09 UTC 2025","passed","Fri Nov 14 18:59:33 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectWeek"
"Вход с пустыми полями логина и пароля","1514","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Fri Nov 14 18:13:55 UTC 2025","passed","Fri Nov 14 18:13:57 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testLoginWithEmptyUsernameAndPassword"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Табличные данные' вкладка 'Мероприятия ТОиР'","44086","testTableDataWindowCoversEntireWorkAreaTabMachineArrangements","Мультибраузерное тестирование","Fri Nov 14 19:09:59 UTC 2025","passed","Fri Nov 14 19:10:43 UTC 2025","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testTableDataWindowCoversEntireWorkAreaTabMachineArrangements"
"Текущий пароль указан неверно при смене пароля","927","testCurrentPasswordIncorrect","Мультибраузерное тестирование","Fri Nov 14 19:15:24 UTC 2025","passed","Fri Nov 14 19:15:25 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testCurrentPasswordIncorrect"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Состояние и прогнозирование' вид Спидометр","40281","testStatusForecastingSpeedometerWindowCoversEntireWorkArea","Мультибраузерное тестирование","Fri Nov 14 18:42:26 UTC 2025","passed","Fri Nov 14 18:43:07 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testStatusForecastingSpeedometerWindowCoversEntireWorkArea"
"Проверка поля Пароль на sql инъекцию на странице Логин","1445","testSqlInjectionFieldPassword","Мультибраузерное тестирование","Fri Nov 14 18:27:09 UTC 2025","passed","Fri Nov 14 18:27:11 UTC 2025","tests.SecuritySqlInjectionTest","Браузер Chrome","tests.SecuritySqlInjectionTest","testSqlInjectionFieldPassword"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Данные измерений'","48369","testMeasurementDataWindowCoversEntireWorkArea","Мультибраузерное тестирование","Fri Nov 14 18:16:45 UTC 2025","passed","Fri Nov 14 18:17:33 UTC 2025","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testMeasurementDataWindowCoversEntireWorkArea"
"Проверить, что можно выбрать интервал 'За смену (8 часов)'","24302","testSelectWorkDay","Мультибраузерное тестирование","Fri Nov 14 19:23:31 UTC 2025","passed","Fri Nov 14 19:23:56 UTC 2025","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectWorkDay"
"Клик по лого на странице Сменить пароль ","375","testClickLogo","Мультибраузерное тестирование","Fri Nov 14 19:15:15 UTC 2025","passed","Fri Nov 14 19:15:15 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testClickLogo"
"Проверить, что можно выбрать интервал 'За месяц'","26120","testSelectMonth","Мультибраузерное тестирование","Fri Nov 14 18:34:43 UTC 2025","passed","Fri Nov 14 18:35:09 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectMonth"
"Частичный путь + заполнение всех остальных полей","11981","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Fri Nov 14 18:54:47 UTC 2025","broken","Fri Nov 14 18:54:59 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Тип объекта 'Агрегат' модуль 'Схема' отображение рабочей области","47478","testWorkAreaDisplay","Мультибраузерное тестирование","Fri Nov 14 18:49:50 UTC 2025","passed","Fri Nov 14 18:50:37 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testWorkAreaDisplay"
"Частичный ввод в поле 'Путь' и нажатие ОК","11885","testPartialPathAndOk","Мультибраузерное тестирование","Fri Nov 14 18:32:40 UTC 2025","broken","Fri Nov 14 18:32:52 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndOk"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Табличные данные' вкладка 'Дефекты'","50990","testTableDataWindowCoversEntireWorkAreaTabDefects","Мультибраузерное тестирование","Fri Nov 14 18:44:14 UTC 2025","passed","Fri Nov 14 18:45:05 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testTableDataWindowCoversEntireWorkAreaTabDefects"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Табличные данные' вкладка 'Отчеты'","47712","testTableDataWindowCoversEntireWorkAreaTabReports","Мультибраузерное тестирование","Fri Nov 14 19:11:48 UTC 2025","passed","Fri Nov 14 19:12:36 UTC 2025","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testTableDataWindowCoversEntireWorkAreaTabReports"
"Тип объекта 'Агрегат' модуль 'Схема' окно 'Состояние и прогнозирование' вид Спидометр","49454","testStatusForecastingScaleWindowCoversEntireWorkArea","Мультибраузерное тестирование","Fri Nov 14 18:41:29 UTC 2025","passed","Fri Nov 14 18:42:18 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testStatusForecastingScaleWindowCoversEntireWorkArea"
"Проверить, что по умолчанию указывается временной интервал 'За смену (8 часов)'","17774","testDefaultTimeIntervalIsWorkDay","Мультибраузерное тестирование","Fri Nov 14 18:52:38 UTC 2025","passed","Fri Nov 14 18:52:56 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testDefaultTimeIntervalIsWorkDay"
