"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка видимости пароля (иконка 'глаз') для поля Текущий пароль на странице Cменить пароль","2817","testCheckingCurrentPasswordVisibility","Мультибраузерное тестирование","Tue Feb 03 04:23:34 UTC 2026","passed","Tue Feb 03 04:23:37 UTC 2026","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testCheckingCurrentPasswordVisibility"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2708","testCheckingPasswordVisibility","Мультибраузерное тестирование","Tue Feb 03 04:33:01 UTC 2026","passed","Tue Feb 03 04:33:04 UTC 2026","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testCheckingPasswordVisibility"
"Переключение языка на форме смены пароля","1740","testSwitchLanguage","Мультибраузерное тестирование","Tue Feb 03 04:46:57 UTC 2026","passed","Tue Feb 03 04:46:58 UTC 2026","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testSwitchLanguage"
"","17079","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Feb 03 04:57:38 UTC 2026","passed","Tue Feb 03 04:57:55 UTC 2026","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Попытка SQL-injection в поля логина/пароля не должна приводить к успешной аутентификации","1550","testSqlInjectionDoesNotBypassAuthentication","Мультибраузерное тестирование","Tue Feb 03 04:44:57 UTC 2026","passed","Tue Feb 03 04:44:58 UTC 2026","tests.SecuritySqlInjectionTest","Браузер Edge","tests.SecuritySqlInjectionTest","testSqlInjectionDoesNotBypassAuthentication"
"Попытка SQL-injection в поля логина/пароля не должна приводить к успешной аутентификации","1563","testSqlInjectionDoesNotBypassAuthentication","Мультибраузерное тестирование","Tue Feb 03 04:23:17 UTC 2026","passed","Tue Feb 03 04:23:18 UTC 2026","tests.SecuritySqlInjectionTest","Браузер Chrome","tests.SecuritySqlInjectionTest","testSqlInjectionDoesNotBypassAuthentication"
"","22620","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Feb 03 04:14:34 UTC 2026","passed","Tue Feb 03 04:14:57 UTC 2026","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","46700","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Tue Feb 03 04:50:00 UTC 2026","passed","Tue Feb 03 04:50:47 UTC 2026","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Новый пароль и старый одинаковые","635","testNewPasswordAndCurrentPasswordMatches","Мультибраузерное тестирование","Tue Feb 03 05:07:46 UTC 2026","passed","Tue Feb 03 05:07:47 UTC 2026","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testNewPasswordAndCurrentPasswordMatches"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Данные измерений  тип измерения Тренд вид График
5. Выбран параметр Оборотные
6. Выбран параметр Оборотные и один Параметры
7. Выбрано 5 однотипных параметров Замеры
8. Выбрано 3 не однотипных параметра Замеры","54576","testMeasurementDataGraphParametersTrend","Мультибраузерное тестирование","Tue Feb 03 04:17:06 UTC 2026","broken","Tue Feb 03 04:18:01 UTC 2026","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testMeasurementDataGraphParametersTrend"
