"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2512","testCheckingPasswordVisibility","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testCheckingPasswordVisibility"
"Отображение подсказки под полем 'Текущий пароль' в форме смены пароля","125","testHelperCurrentPassword","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testHelperCurrentPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема
5. 4 окна в рабочей области загрузились
6. Каждое из 4 окон растянулось на всю рабочую область","10410","testUnitDashboardDownloads","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testUnitDashboardDownloads"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10384","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Логин указан неверно при смене пароля","1495","testLoginIncorrect","Мультибраузерное тестирование","2026-06-23","failed","2026-06-23","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testLoginIncorrect"
"Клик по лого на странице Сменить пароль ","225","testClickLogo","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testClickLogo"
"Переключение языка на форме смены пароля","1599","testSwitchLanguage","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testSwitchLanguage"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G08
4. Модуль Схема окно Данные измерений вид График
5. Выбран параметр Замеры тип измерения Спектр
6. Выбран параметр Замеры тип измерения Форма сигнала
7. Выбран параметр Замеры тип измерения Тренд
8. Выбран параметр Замеры тип измерения Орбита","10388","testMeasurementDataGraphParametersMeasurementType","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testMeasurementDataGraphParametersMeasurementType"
"","10390","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Состояние и прогнозирование
5. Меняю вид отображения на Шкала","10378","testStatusForecastingScaleWindowCoversEntireWorkArea","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testStatusForecastingScaleWindowCoversEntireWorkArea"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль Журнал
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль Журнал
9. Данные в таблице заполнены","10381","testDashboardDownloads","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.MagazineTest","Браузер Yandex","tests.MagazineTest","testDashboardDownloads"
"","10377","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","10393","testSelectCustomRange","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectCustomRange"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","10430","testSelectCustomRange","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectCustomRange"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Состояние и прогнозирование
5. Меняю вид отображения на Шкала","10387","testStatusForecastingScaleWindowCoversEntireWorkArea","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testStatusForecastingScaleWindowCoversEntireWorkArea"
"Проверить, что можно выбрать интервал 'За сутки'","10382","testSelectFullDay","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectFullDay"
"Новый пароль не соответствует требованиям (например, без цифры или спецсимвола) при смене пароля","859","testNewPasswordNotMeetRequirements","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testNewPasswordNotMeetRequirements"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование
4. Модуль Схема
5. Перешел в модуль Аналитика
6. Выбрал шаблон Статистика агрегатов по заключениям
7. Построены диаграммы
8. Выбрал тип отображения Таблица
9. Построены таблицы","10393","testDashboardDownloads","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.AnalyticsTest","Браузер Edge","tests.AnalyticsTest","testDashboardDownloads"
"Проверить, что можно выбрать интервал 'За смену (8 часов)'","10365","testSelectWorkDay","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectWorkDay"
"","10385","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","10416","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Проверка видимости пароля (иконка 'глаз') для поля Новый пароль на странице Cменить пароль","2606","testCheckingNewPasswordVisibility","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testCheckingNewPasswordVisibility"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","10466","testDashboardDownloads","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.EventsTest","Браузер Chrome","tests.EventsTest","testDashboardDownloads"
"Вход с валидными логином и паролем","10381","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testLoginWithValidUsernameAndPassword"
"Новый пароль и старый одинаковые","467","testNewPasswordAndCurrentPasswordMatches","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testNewPasswordAndCurrentPasswordMatches"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","10384","testDashboardDownloads","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.EventsTest","Браузер Yandex","tests.EventsTest","testDashboardDownloads"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4
4. Выбрал второй фильтр
5. Выбрал третий фильтр
6. Выбрал первый фильтр","10407","testFilterButton","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testFilterButton"
"","10449","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Проверка видимости пароля (иконка 'глаз') для поля Новый пароль на странице Cменить пароль","2628","testCheckingNewPasswordVisibility","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCheckingNewPasswordVisibility"
"","10378","testGetDataUnitSchema","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10375","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2653","testCheckingPasswordVisibility","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testCheckingPasswordVisibility"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10384","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G02
4. Модуль Схема окно Табличные данные
5. Данные отображаются в виде События, Мероприятия ТОиР, Дефекты, Рекомендации, Отчеты","10416","testTabularDataDisplayTypes","Мультибраузерное тестирование","2026-06-23","broken","2026-06-23","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testTabularDataDisplayTypes"
"Клик по лого на странице Login","120","testClickLogo","Мультибраузерное тестирование","2026-06-23","passed","2026-06-23","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testClickLogo"
"Ввод неверного логина или пароля","1265","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","2026-06-23","failed","2026-06-23","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
