"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","19093","testDashboardDownloads","Мультибраузерное тестирование","Tue Dec 16 03:44:20 UTC 2025","passed","Tue Dec 16 03:44:39 UTC 2025","tests.EventsTest","Браузер Edge","tests.EventsTest","testDashboardDownloads"
"Переход по кнопке 'Сменить пароль'","289","testClickChangePasswordButton","Мультибраузерное тестирование","Tue Dec 16 04:03:57 UTC 2025","passed","Tue Dec 16 04:03:57 UTC 2025","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testClickChangePasswordButton"
"Проверить, что при открытии выпадающего списка отображаются все ожидаемые варианты","6843","testDropdownContainsAllExpectedOptions","Мультибраузерное тестирование","Tue Dec 16 03:56:03 UTC 2025","passed","Tue Dec 16 03:56:10 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testDropdownContainsAllExpectedOptions"
"Отображение подсказки под полем 'Текущий пароль' в форме смены пароля","279","testHelperCurrentPassword","Мультибраузерное тестирование","Tue Dec 16 03:33:44 UTC 2025","passed","Tue Dec 16 03:33:45 UTC 2025","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testHelperCurrentPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","43385","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Tue Dec 16 03:36:59 UTC 2025","broken","Tue Dec 16 03:37:43 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"","24741","testGetDataUnitSchema","Мультибраузерное тестирование","Tue Dec 16 03:44:45 UTC 2025","passed","Tue Dec 16 03:45:10 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Клик по лого на странице Login","197","testClickLogo","Мультибраузерное тестирование","Tue Dec 16 03:22:09 UTC 2025","passed","Tue Dec 16 03:22:09 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testClickLogo"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема
7. Перешел к станции СКРУ-3
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема","26848","testStationDashboardDownloads","Мультибраузерное тестирование","Tue Dec 16 03:51:24 UTC 2025","failed","Tue Dec 16 03:51:51 UTC 2025","tests.SchemaTest","Браузер Edge","tests.SchemaTest","testStationDashboardDownloads"
"Вход с валидными логином и паролем","4552","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Tue Dec 16 03:22:43 UTC 2025","passed","Tue Dec 16 03:22:48 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testLoginWithValidUsernameAndPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","43804","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Tue Dec 16 03:38:42 UTC 2025","broken","Tue Dec 16 03:39:26 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
