"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Переход по кнопке 'Сменить пароль'","275","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 07:23:09 UTC 2025","passed","Wed Oct 15 07:23:10 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testClickChangePasswordButton"
"Введенные данные сохраняются в значение поля","405","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 07:23:37 UTC 2025","passed","Wed Oct 15 07:23:37 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Ввод неверного логина или пароля","606","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 07:23:29 UTC 2025","passed","Wed Oct 15 07:23:30 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Переключения языка (RU/EN)","1872","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 07:21:18 UTC 2025","broken","Wed Oct 15 07:21:20 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testSwitchLanguage"
"Вход с валидными логином и паролем","876","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:22:34 UTC 2025","passed","Wed Oct 15 07:22:35 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Переход по кнопке 'Сменить пароль'","319","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 07:20:20 UTC 2025","passed","Wed Oct 15 07:20:20 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testClickChangePasswordButton"
"Введенные данные сохраняются в значение поля","399","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 07:22:19 UTC 2025","passed","Wed Oct 15 07:22:20 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Введенные данные сохраняются в значение поля","399","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 07:20:49 UTC 2025","passed","Wed Oct 15 07:20:49 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Ввод неверного логина или пароля","981","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 07:20:39 UTC 2025","passed","Wed Oct 15 07:20:40 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Переключения языка (RU/EN)","1787","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 07:22:44 UTC 2025","broken","Wed Oct 15 07:22:46 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testSwitchLanguage"
"Вход с пустыми полями логина и пароля","452","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:21:00 UTC 2025","passed","Wed Oct 15 07:21:00 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2681","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 07:22:55 UTC 2025","passed","Wed Oct 15 07:22:58 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Клик по лого на странице Login","191","testClickLogo","Мультибраузерное тестирование","Wed Oct 15 07:23:17 UTC 2025","failed","Wed Oct 15 07:23:17 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testClickLogo"
"Переключения языка (RU/EN)","1784","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 07:24:12 UTC 2025","broken","Wed Oct 15 07:24:14 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testSwitchLanguage"
"Вход с пустыми полями логина и пароля","444","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:23:46 UTC 2025","passed","Wed Oct 15 07:23:46 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Ввод неверного логина или пароля","600","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 07:22:09 UTC 2025","passed","Wed Oct 15 07:22:09 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Клик по лого на странице Login","188","testClickLogo","Мультибраузерное тестирование","Wed Oct 15 07:21:57 UTC 2025","failed","Wed Oct 15 07:21:57 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testClickLogo"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2697","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 07:21:32 UTC 2025","passed","Wed Oct 15 07:21:35 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Вход с валидными логином и паролем","865","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:21:08 UTC 2025","passed","Wed Oct 15 07:21:09 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Клик по лого на странице Login","202","testClickLogo","Мультибраузерное тестирование","Wed Oct 15 07:20:28 UTC 2025","failed","Wed Oct 15 07:20:28 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testClickLogo"
"Вход с пустыми полями логина и пароля","436","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:22:27 UTC 2025","passed","Wed Oct 15 07:22:28 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Переход по кнопке 'Сменить пароль'","274","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 07:21:46 UTC 2025","passed","Wed Oct 15 07:21:46 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testClickChangePasswordButton"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2922","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 07:20:06 UTC 2025","passed","Wed Oct 15 07:20:09 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Вход с валидными логином и паролем","899","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 07:23:56 UTC 2025","passed","Wed Oct 15 07:23:57 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
