"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Работа вкладки Данные измерений модуля Схема, вид отображения - Тренд. Выбран 5 параметров Замеры","54511","testDisplayTypeTrend5Parameter","Мультибраузерное тестирование","Sat Nov 08 15:55:40 UTC 2025","passed","Sat Nov 08 15:56:34 UTC 2025","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testDisplayTypeTrend5Parameter"
"Ввод неверного логина или пароля","1407","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Sat Nov 08 15:41:02 UTC 2025","passed","Sat Nov 08 15:41:03 UTC 2025","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"Новый пароль содержит запрещённое слово (например, Moscow)","0","testNewPasswordNotContainForbiddenWord","Мультибраузерное тестирование","Sat Nov 08 15:52:41 UTC 2025","unknown","Sat Nov 08 15:52:41 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testNewPasswordNotContainForbiddenWord"
"Проверить, что можно выбрать интервал 'За год'","20550","testSelectYear","Мультибраузерное тестирование","Sat Nov 08 15:52:20 UTC 2025","passed","Sat Nov 08 15:52:41 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectYear"
"Переключение языка на форме смены пароля","1702","testSwitchLanguage","Мультибраузерное тестирование","Sat Nov 08 16:01:51 UTC 2025","passed","Sat Nov 08 16:01:52 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testSwitchLanguage"
"Проверить, что можно выбрать интервал 'За месяц'","20372","testSelectMonth","Мультибраузерное тестирование","Sat Nov 08 15:50:56 UTC 2025","passed","Sat Nov 08 15:51:16 UTC 2025","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectMonth"
"Вход с пустыми полями логина и пароля","1397","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Sat Nov 08 15:53:58 UTC 2025","passed","Sat Nov 08 15:53:59 UTC 2025","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testLoginWithEmptyUsernameAndPassword"
"Проверка поля Пароль на sql инъекцию на странице Логин","1426","testSqlInjectionFieldPassword","Мультибраузерное тестирование","Sat Nov 08 15:34:43 UTC 2025","passed","Sat Nov 08 15:34:45 UTC 2025","tests.SecuritySqlInjectionTest","Браузер Chrome","tests.SecuritySqlInjectionTest","testSqlInjectionFieldPassword"
"Ввод неверного логина или пароля","1438","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Sat Nov 08 15:28:39 UTC 2025","passed","Sat Nov 08 15:28:40 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"Переключения языка (RU/EN)","1622","testSwitchLanguage","Мультибраузерное тестирование","Sat Nov 08 15:29:44 UTC 2025","passed","Sat Nov 08 15:29:45 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testSwitchLanguage"
