"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Переход по кнопке 'Сменить пароль'","310","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 04:24:50 UTC 2025","passed","Wed Oct 15 04:24:51 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testClickChangePasswordButton"
"Вход с валидными логином и паролем","921","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 04:27:58 UTC 2025","passed","Wed Oct 15 04:27:59 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Переключения языка (RU/EN)","753","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 04:28:18 UTC 2025","broken","Wed Oct 15 04:28:19 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testSwitchLanguage"
"Ввод неверного логина или пароля","591","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 04:27:30 UTC 2025","passed","Wed Oct 15 04:27:30 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Введенные данные сохраняются в значение поля","416","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 04:25:39 UTC 2025","passed","Wed Oct 15 04:25:40 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Вход с пустыми полями логина и пароля","457","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 04:25:49 UTC 2025","passed","Wed Oct 15 04:25:50 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Переход по кнопке 'Сменить пароль'","290","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 04:26:49 UTC 2025","passed","Wed Oct 15 04:26:49 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testClickChangePasswordButton"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2708","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 04:28:40 UTC 2025","passed","Wed Oct 15 04:28:43 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Введенные данные сохраняются в значение поля","406","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 04:29:30 UTC 2025","passed","Wed Oct 15 04:29:30 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Ввод неверного логина или пароля","613","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 04:25:17 UTC 2025","passed","Wed Oct 15 04:25:17 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
