"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","12129","testSelectCustomRange","Мультибраузерное тестирование","Mon Dec 22 04:30:18 UTC 2025","passed","Mon Dec 22 04:30:30 UTC 2025","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectCustomRange"
"Вход с валидными логином и паролем","5667","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Mon Dec 22 04:12:36 UTC 2025","passed","Mon Dec 22 04:12:42 UTC 2025","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testLoginWithValidUsernameAndPassword"
"Клик по лого на странице Сменить пароль ","396","testClickLogo","Мультибраузерное тестирование","Mon Dec 22 04:23:37 UTC 2025","passed","Mon Dec 22 04:23:37 UTC 2025","tests.SetNewPasswordTest","Браузер Yandex","tests.SetNewPasswordTest","testClickLogo"
"","17864","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 04:15:22 UTC 2025","passed","Mon Dec 22 04:15:40 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Клик по лого на странице Login","229","testClickLogo","Мультибраузерное тестирование","Mon Dec 22 03:29:44 UTC 2025","passed","Mon Dec 22 03:29:44 UTC 2025","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testClickLogo"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема
7. Перешел к станции СКРУ-3
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема","57712","testStationDashboardDownloads","Мультибраузерное тестирование","Mon Dec 22 03:37:51 UTC 2025","passed","Mon Dec 22 03:38:49 UTC 2025","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testStationDashboardDownloads"
"Ввод неверного логина или пароля","1451","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Mon Dec 22 04:12:04 UTC 2025","passed","Mon Dec 22 04:12:06 UTC 2025","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"Повторное использование пароля при смене пароля","1701","testPasswordReuse","Мультибраузерное тестирование","Mon Dec 22 03:42:21 UTC 2025","passed","Mon Dec 22 03:42:23 UTC 2025","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testPasswordReuse"
"","18870","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 03:33:09 UTC 2025","passed","Mon Dec 22 03:33:28 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Ввод неверного логина или пароля","1460","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Mon Dec 22 03:51:04 UTC 2025","passed","Mon Dec 22 03:51:06 UTC 2025","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","44764","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","Mon Dec 22 03:44:46 UTC 2025","broken","Mon Dec 22 03:45:31 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"","20518","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 04:13:28 UTC 2025","passed","Mon Dec 22 04:13:48 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема
7. Перешел к станции СКРУ-3
4. Модуль Схема
5. Данные отображаются Диаграмма
6. Данные отображаются Схема","55031","testStationDashboardDownloads","Мультибраузерное тестирование","Mon Dec 22 04:19:55 UTC 2025","passed","Mon Dec 22 04:20:50 UTC 2025","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testStationDashboardDownloads"
"","18035","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 04:14:57 UTC 2025","passed","Mon Dec 22 04:15:15 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","19106","testDashboardDownloads","Мультибраузерное тестирование","Mon Dec 22 03:52:00 UTC 2025","passed","Mon Dec 22 03:52:19 UTC 2025","tests.EventsTest","Браузер Edge","tests.EventsTest","testDashboardDownloads"
"Проверить, что можно выбрать интервал 'За неделю'","14042","testSelectWeek","Мультибраузерное тестирование","Mon Dec 22 03:48:56 UTC 2025","passed","Mon Dec 22 03:49:10 UTC 2025","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectWeek"
"Текущий пароль указан неверно при смене пароля","1617","testCurrentPasswordIncorrect","Мультибраузерное тестирование","Mon Dec 22 04:02:39 UTC 2025","passed","Mon Dec 22 04:02:41 UTC 2025","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCurrentPasswordIncorrect"
"","21974","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 03:31:15 UTC 2025","passed","Mon Dec 22 03:31:37 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","19251","testGetDataUnitSchema","Мультибраузерное тестирование","Mon Dec 22 03:31:46 UTC 2025","passed","Mon Dec 22 03:32:05 UTC 2025","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
