"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Переход по кнопке 'Сменить пароль'","350","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 10:05:45 UTC 2025","passed","Wed Oct 15 10:05:46 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testClickChangePasswordButton"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2737","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 10:08:16 UTC 2025","passed","Wed Oct 15 10:08:18 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Ввод неверного логина или пароля","687","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 10:07:24 UTC 2025","passed","Wed Oct 15 10:07:25 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Введенные данные сохраняются в значение поля","443","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 10:07:33 UTC 2025","passed","Wed Oct 15 10:07:33 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Введенные данные сохраняются в значение поля","458","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 10:06:12 UTC 2025","passed","Wed Oct 15 10:06:13 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Переход по кнопке 'Сменить пароль'","331","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 10:07:03 UTC 2025","passed","Wed Oct 15 10:07:04 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testClickChangePasswordButton"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2932","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 10:05:29 UTC 2025","passed","Wed Oct 15 10:05:32 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Переключения языка (RU/EN)","1851","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 10:06:44 UTC 2025","failed","Wed Oct 15 10:06:46 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testSwitchLanguage"
"Вход с валидными логином и паролем","1043","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:09:10 UTC 2025","passed","Wed Oct 15 10:09:11 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Вход с валидными логином и паролем","1039","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:06:31 UTC 2025","passed","Wed Oct 15 10:06:32 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Клик по лого на странице Login","231","testClickLogo","Мультибраузерное тестирование","Wed Oct 15 10:08:34 UTC 2025","passed","Wed Oct 15 10:08:34 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testClickLogo"
"Введенные данные сохраняются в значение поля","438","testEnteredDataSavedFieldValue","Мультибраузерное тестирование","Wed Oct 15 10:08:51 UTC 2025","passed","Wed Oct 15 10:08:51 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testEnteredDataSavedFieldValue"
"Ввод неверного логина или пароля","705","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 10:06:04 UTC 2025","passed","Wed Oct 15 10:06:05 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
"Вход с пустыми полями логина и пароля","501","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:06:23 UTC 2025","passed","Wed Oct 15 10:06:23 UTC 2025","tests.TestAuthLogin","Браузер Chrome","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Вход с валидными логином и паролем","1047","testLoginWithValidUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:07:53 UTC 2025","passed","Wed Oct 15 10:07:54 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testLoginWithValidUsernameAndPassword"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2749","testCheckingPasswordVisibility","Мультибраузерное тестирование","Wed Oct 15 10:06:53 UTC 2025","passed","Wed Oct 15 10:06:56 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testCheckingPasswordVisibility"
"Переход по кнопке 'Сменить пароль'","334","testClickChangePasswordButton","Мультибраузерное тестирование","Wed Oct 15 10:08:26 UTC 2025","passed","Wed Oct 15 10:08:26 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testClickChangePasswordButton"
"Переключения языка (RU/EN)","1816","testSwitchLanguage","Мультибраузерное тестирование","Wed Oct 15 10:08:04 UTC 2025","failed","Wed Oct 15 10:08:06 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testSwitchLanguage"
"Вход с пустыми полями логина и пароля","485","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:07:45 UTC 2025","passed","Wed Oct 15 10:07:45 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Клик по лого на странице Login","231","testClickLogo","Мультибраузерное тестирование","Wed Oct 15 10:07:13 UTC 2025","passed","Wed Oct 15 10:07:13 UTC 2025","tests.TestAuthLogin","Браузер Edge","tests.TestAuthLogin","testClickLogo"
"Вход с пустыми полями логина и пароля","481","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","Wed Oct 15 10:09:02 UTC 2025","passed","Wed Oct 15 10:09:02 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testLoginWithEmptyUsernameAndPassword"
"Ввод неверного логина или пароля","698","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","Wed Oct 15 10:08:41 UTC 2025","passed","Wed Oct 15 10:08:42 UTC 2025","tests.TestAuthLogin","Браузер Yandex","tests.TestAuthLogin","testEnterIncorrectLoginOrPassword"
