"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить, что по умолчанию указывается временной интервал 'За смену (8 часов)'","10616","testDefaultTimeIntervalIsWorkDay","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testDefaultTimeIntervalIsWorkDay"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Данные измерений тип измерения Тренд вид Таблица
5. Выбран параметр Оборотные перехожу с График на Таблица
6. Выбран параметр Оборотные и параметр Параметры перехожу с График на Таблица
7. Нахожусь на Таблица, выбираю один из Замеры, перехожу на График
8. Перехожу на Таблица, выбираю один из Замеры с несколькими точками, перехожу на График","10651","testMeasurementDataTableParametersTrend","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testMeasurementDataTableParametersTrend"
"Проверить, что можно выбрать интервал 'За смену (8 часов)'","10661","testSelectWorkDay","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testSelectWorkDay"
"Переключения языка (RU/EN)","1762","testSwitchLanguage","Мультибраузерное тестирование","2026-09-22","passed","2026-09-22","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testSwitchLanguage"
"Текущий пароль указан неверно при смене пароля","10533","testCurrentPasswordIncorrect","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testCurrentPasswordIncorrect"
"Проверить, что можно выбрать интервал 'За месяц'","10621","testSelectMonth","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testSelectMonth"
"Клик по лого на странице Login","353","testClickLogo","Мультибраузерное тестирование","2026-09-22","passed","2026-09-22","tests.AuthLoginTest","Браузер Yandex","tests.AuthLoginTest","testClickLogo"
"Проверить, что можно выбрать интервал 'За выбранный интервал'","10650","testSelectCustomRange","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectCustomRange"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема окно Состояние и прогнозирование
5. Меняю вид отображения на Шкала","10626","testStatusForecastingScaleWindowCoversEntireWorkArea","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SchemaTest","Браузер Yandex","tests.SchemaTest","testStatusForecastingScaleWindowCoversEntireWorkArea"
"","10667","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Проверка работы пользовательского временного интервала","10689","testReceivingDataForShiftEvents","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testReceivingDataForShiftEvents"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к агрегату БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
4. Модуль Схема
5. 4 окна в рабочей области загрузились
6. Каждое из 4 окон растянулось на всю рабочую область","10677","testUnitDashboardDownloads","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SchemaTest","Браузер Chrome","tests.SchemaTest","testUnitDashboardDownloads"
"Логин указан неверно при смене пароля","10502","testLoginIncorrect","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SetNewPasswordTest","Браузер Edge","tests.SetNewPasswordTest","testLoginIncorrect"
"Проверить, что при открытии выпадающего списка отображаются все ожидаемые варианты","10636","testDropdownContainsAllExpectedOptions","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testDropdownContainsAllExpectedOptions"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10649","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Ввод неверного логина или пароля","1517","testEnterIncorrectLoginOrPassword","Мультибраузерное тестирование","2026-09-22","failed","2026-09-22","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testEnterIncorrectLoginOrPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10636","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10650","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Проверить, что можно выбрать интервал 'За месяц'","10639","testSelectMonth","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Edge","tests.TimeIntervalPannelTest","testSelectMonth"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","10683","testDashboardDownloads","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.EventsTest","Браузер Chrome","tests.EventsTest","testDashboardDownloads"
"","10678","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"Повторное использование пароля при смене пароля","10515","testPasswordReuse","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testPasswordReuse"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10650","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль Журнал
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль Журнал
9. Данные в таблице заполнены","10706","testDashboardDownloads","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.MagazineTest","Браузер Chrome","tests.MagazineTest","testDashboardDownloads"
"Проверка видимости пароля (иконка 'глаз') для поля Текущий пароль на странице Cменить пароль","10332","testCheckingCurrentPasswordVisibility","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testCheckingCurrentPasswordVisibility"
"Проверить, что при открытии выпадающего списка отображаются все ожидаемые варианты","10661","testDropdownContainsAllExpectedOptions","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Chrome","tests.TimeIntervalPannelTest","testDropdownContainsAllExpectedOptions"
"Клик по лого на странице Сменить пароль ","436","testClickLogo","Мультибраузерное тестирование","2026-09-22","passed","2026-09-22","tests.SetNewPasswordTest","Браузер Chrome","tests.SetNewPasswordTest","testClickLogo"
"","10631","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","10663","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Chrome","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"","10643","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Edge","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Конвейерный транспорт
4. Модуль Схема
5. Перешел в модуль События
6. Данные в таблице заполнены
7. Перешел к станции БКПРУ-4/СОФ/РВК ""Б""/Насосное оборудование/4.2-2G28
8. Модуль События
9. Данные в таблице заполнены","10633","testDashboardDownloads","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.EventsTest","Браузер Edge","tests.EventsTest","testDashboardDownloads"
"","10624","testGetDataUnitSchema","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.GettingAggregateDataLoadTimeTest","Браузер Yandex","tests.GettingAggregateDataLoadTimeTest","testGetDataUnitSchema"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. В меню Оборудование кликнул Список фильтров
4. Ввел частичный путь нажал ОК
5. Заполнил все остальные поля нажал ОК","10630","testPartialPathAndFillOthersAndOk","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testPartialPathAndFillOthersAndOk"
"Проверка видимости пароля (иконка 'глаз') на странице Login","2877","testCheckingPasswordVisibility","Мультибраузерное тестирование","2026-09-22","passed","2026-09-22","tests.AuthLoginTest","Браузер Chrome","tests.AuthLoginTest","testCheckingPasswordVisibility"
"Вход с пустыми полями логина и пароля","1491","testLoginWithEmptyUsernameAndPassword","Мультибраузерное тестирование","2026-09-22","passed","2026-09-22","tests.AuthLoginTest","Браузер Edge","tests.AuthLoginTest","testLoginWithEmptyUsernameAndPassword"
"1. Авторизовался в приложении
2. Выбрал временной интервал от 01-01-2020 23:00 до 07-10-2025 00:00
3. Перешел к станции БКПРУ-4
4. Выбрал второй фильтр
5. Выбрал третий фильтр
6. Выбрал первый фильтр","10622","testFilterButton","Мультибраузерное тестирование","2026-09-22","broken","2026-09-22","tests.TimeIntervalPannelTest","Браузер Yandex","tests.TimeIntervalPannelTest","testFilterButton"
